Name,Description,Est. Value,Rarity,Weight,Category,Properties,Requirements,Author,Rarity Number
"""The Art of Potionmaking"" by Zygmunt Brigge","A large, leather-bound tome has a large illustrated potion vial stitched into the front cover. Above the illustration, written in Dwarven is the title; ""The Art of Potionmaking"". Further examination reveals this to be a comprehensive guide to potionmaking written by a Dwarf called Zygmunt Brigge.",20. gp,Common,1,Book,,Language: Dwarven,Uberbeard,2
Agni Mani Necklace,"A necklace patterened with Agni Mani. These ornamental stones were usually found in desert regions. In the Realms, the name applies specifically only to black tektite material. ",20. gp,Common,1,Treasure,,,Baldur's Gate,2
Among the Kobolds,"A detailed account of an adventurer who lived in an Kobold tribe for a number of years. You get a sense that there may have been some embellishment at some points, but it is otherwise an interesting examination of their general nature.",10. gp,Common,1,Book,,Language: Common,Uberbeard,2
Ancient Tome,"A tome whose pages have been yellowed with age and used to press metallic leaves of gold, silver, platinum, brass, copper, and bronze.",20. gp,Common,1,Book,,,PlatypusPal,2
Aquamarine Necklace,A thick copper necklace set with a small aquamarine. ,7. gp,Common,n/a,Treasure,,,PlatypusPal,2
Bedroll,A sheepskin bedroll.,1. gp,Common,7,Adventuring Gear,,,PHB,2
Bloodstone,This dark red-brown heliotrope can sometimes be mistaken for a Stone of Invisibility but this one bears no overt magical powers.,50. gp,Common,n/a,Treasure,,,DMG,2
Bonesaw,The bonesaw was used to amputate body parts after the skin had already been cut through with the amputation knife.,15. gp,Common,8,Weapon,1d8 Slashing | Finesse,,D&D Wiki,2
Brandistock,"This peculiar spear-like weapon is popular among travelers and law enforcement. The brandistock's three-pronged head is retractable, which renders it indistinguishable from a quarterstaff (unless closely inspected). Extending the blades is instantaneous, but pulling them back requires you to spend an action.
",10. gp,Common,4,Weapon,"1d8 Piercing, Special, Two-Handed",,D&D Wiki,2
Brass Chamber Pot,A brass chamber pot in which has been hidden 3 pieces of rosy quartz.,12. gp,Common,n/a,Treasure,,,,2
Brass Knuckles,"A set of brass knuckles. Used, but in good condition.",0.5 gp,Common,1,Weapon,"1d4 Bludgeoning, Light, Hidden",,D&D Wiki,2
Bronze Tower Shield,"A tower shield of bronze, cast into the likeness of a chimera’s heads and enameled to provide the appropriate colors. +3 AC, Strength 17, Stealth Disadvantage.",85. gp,Common,18,Armor,,,PlatypusPal,2
Carnelian Gemstone,This is an opaque orange gemstone set in a small brooch.,50. gp,Common,n/a,Treasure,,,DMG,2
Carthus Tome of Pyromancy,An old pyromancy tome from Carthus containing pyromancies crafted for battle. It gives the impression it might have fallen through from a different plane of existence.,25. gp,Common,1,Book,,Language: Common,Uberbeard,2
Carved Wooden Mantle,"A carved wooden mantle, meant to be mounted above a fireplace, crafted of ash-wood and stained a medium brown. The left side is carved in images of demons and flames, the right in images of angels and air. The top is carved into an idyllic forest theme and has a moon above the left corner and a sun above the right.",65. gp,Common,100,Treasure,,,,2
Cat Pendant,An electrum pendant shaped like a curled-up cat.,6. gp,Common,n/a,Treasure,,,,2
Cestus,"A reinforced gauntlet which protects the knuckles and transforms mere punches into lethal blows. This weapon cannot be disarmed. It takes an action to don or doff a cestus.
",0.5 gp,Common,0.5,Weapon,"1d4 Bludgeoning - Light, Special, Hidden",,D&D Wiki,2
Chalcedony Gemstone,"This pale white gemstone has a waxy luster and is slightly translucent. 

",50. gp,Common,n/a,Treasure,,,DMG,2
Chicken Eggs,A dozen chicken eggs; hollowed out and filled with white flour.,0.6 gp,Common,n/a,Treasure,,,,2
Child's Mittens and Hat,Rabbit-fur mittens and hat sized for a child.,1. gp,Common,n/a,Treasure,,,,2
Chrysoprase Gemstone,An apple-green gemstone consisting of a variety of chalcedony that contains nickel.,50. gp,Common,n/a,Treasure,,,DMG,2
Citrine Gemstone,This golden gem has been expertly worked into an oval but has long since fallen out of whatever ring or brooch it was carved for.,50. gp,Common,n/a,Treasure,,,DMG,2
Classy Shirt,A leather bag containing an embroidered black silk shirt with eight silver buttons.,8. gp,Common,n/a,Treasure,,,,2
Climbing Harness,"A leather vest with climbing gear: 12 iron pitons, a hammer, 50’ of silk rope, a grappling hook, a set of bronze crampons, thick leather gloves, and a leather harness seat..",32. gp,Common,10 lbs.,Treasure,,,,2
Cloak of Griffon Feathers,A cloak of griffon feathers set on black velvet.,60. gp,Common,5 lbs.,Treasure,,,,2
Cloth Doll,A child’s cloth doll with a small silver brooch pinned to it in the shape of a butterfly.,4. gp,Common,1,Treasure,,,Uberbeard,2
Clothier's Dye,A small cask of yellow clothiers’ dye.,8. gp,Common,n/a,Treasure,,,Uberbeard,2
Cockatrice Statue,A life-sized copper and silver statuette of a cockatrice.,17. gp,Common,10 lbs.,Treasure,,,Uberbeard,2
"Colloquial Black Speech for Orcs, Trolls and Men","This book appears to be a phrasebook for those looking to learn the basics of the Orcish language. It has an entire section of swear words, which is most amusing. The book seems to have an effect on anyone using the phrase book to speak in Black Speech. They become prone to shouting louder and louder the less they are understood. Nobody knows why this is; the book is not magical in the slightest.",10. gp,Common,1,Book,Enables the reader to speak basic Orcish phrases.,Language: Common,Uberbeard,2
Copper Bars,Four bars of copper.,8. gp,Common,4,Treasure,,,,2
Copper Necklace,A copper necklace set with a small amulet shaped into a symbol representing the sun.,2. gp,Common,n/a,Treasure,,,,2
Copper Tongue Scraper,A copper tongue scraper,4. gp,Common,n/a,Treasure,,,,2
Cow,A cow. It's a real hoofer.,10. gp,Common,1500 lbs.,Treasure,,,,2
Crystal Vase,"A large crystal vase, silver trimmed, with a dozen dead roses and some stagnant water within.",15. gp,Common,2,Treasure,,,,2
Dart,"1d20 normal bone darts. They resemble fletched knitting needles, about 1 foot in length. Not used often by themselves, but rather as ammunition in a blowgun. Can be dipped in poison and used as an effective delivery device.",0.8 gp,Common,0.25,Weapon,"Finesse, Undersized, Thrown (30/60)",,D&D Wiki,2
Dead Warrior,"The skeletal remains of a long-dead warrior, wearing a suit of plate armor which still glistens as if it had been polished yesterday. The name of every warrior to ever don the armor has been inscribed upon the front and back of the chest plate, covering nearly every inch of its surface with precisely written, black runes. A careful inspection of the armor will reveal that there remains room for one last name.",,Common,80,Armor,,,,2
Door Rubble,"The remnants of a massive door of stone which has been smashed into rubble. A magic mouth which had once adorned the door remains intact. As the PCs draw near it will issue its warning: “Disturb not this chamber, lest the world suffer.” Whatever the mouth was set to guard is gone – the chamber beyond the broken door is empty.",,Common,,Treasure,,,,2
Double Spear,"The double spear is a polearm comprising of a wooden haft with a short thrusting blade at either end. It can be used in one or two hands like a spear, but in the hands of a master both heads can be used effectively. If you use the Double Weapon Master feat to make an additional attack with a double spear, it deals 1d6 piercing damage.
",5. gp,Common,5,Weapon,"1d6 Piercing - Thrown (20/60), Versatile (1d8)",,D&D Wiki,2
Dragon Banner,"A battle pennant, triangular in shape, of a black dragon on red silk. The staff is a silver-tipped lance. (Pennant: 30gp, Lance: 25gp)",55. gp,Common,,Treasure,,,,2
Dragon Head Shield,"A large copper shield, embossed with a copper dragon’s head. “Elvalynte” is inscribed on the interior in a flowing script. (34gp)",,Common,,Shield,,,,2
Drow Medallion,An electrum drow house-medallion bearing the image of a crimson scorpion with the house name inscribed on the back in the drow tongue (House Ulrather).,20. gp,Common,,Treasure,,,,2
Dwarven Compass,"A finely crafted compass of gold and silver, decorated and labelled with ornate, dwarven and draconic runes. Once every 1d4 hours it randomly changes the cardinal direction to which its arrow points.",,Common,,Wondrous Item,,,,2
Dwarven Holy Symbol,A dwarven holy symbol in silver; shaped into a flaming war-hammer set against an anvil-shaped backdrop. ,55. gp,Common,1,Treasure,,,,2
Echo Crystal,"A prismatic crystal which echoes back – in a deep, melodious voice – every word which is said around it two seconds after it has been said.",,Common,,Wondrous Item,,,,2
Electrum Rose,"A detailed rose, with petals and thorns, constructed of silver and electrum.",40. gp,Common,,Treasure,,,,2
Electrum Sheet,"A large (18”x28”), rectangular electrum sheet with ancient writing on it. The writing, if deciphered, is a brief history of a powerful magical item known as the House of Winds, with several clues as to where the item may have been lost fourteen hundred years ago. The House of Winds is described as an ornate mithril helm of legendary power.",75. gp,Common,115,Treasure,,,,2
Elephant Tusks,A collection of six elephant tusks.,64. gp,Common,14,Treasure,,,,2
Fairy Wing Cage,A small wooden case holding four pairs of fairy wings.,20. gp,Common,,Treasure,,,,2
Field Tent,"A large, ornate field tent such as a lord would have, room for 12 persons",,Common,,Treasure,,,,2
Fire Agate Gem,"Fire Agate is the name given to chalcedony which contains thin lines of iridescent goethite. When properly cut, the iridescence displays red, brown, gold, and green hues, and the finest specimens are partly translucent.	",30. gp,Common,n/a,Treasure,,,BGII,2
Flask Bandolier,"A bandolier holding 8 silver flasks (empty (x3), brandy (x2), acid (x1), ogre blood (x1), gold dust (x1, value of gold: 12gp). (Flasks: 3gp each, bandolier: 5gp, ogre blood (to alchemist): 12gp, acid: 10gp, brandy: ",12. gp,Common,,Treasure,,,,2
Flask Belt,Utility belt of flasks,,Common,,Armor,,,,2
Fluted Short Spear,"A ceremonial short spear; ash wood with an iron point. Seven red and three blue dyed vulture feathers are attached to the head of the spear. The iron is fluted to whistle through the air, if thrown.",3. gp,Common,4,Weapon,"1d6 Piercing - Simple - Thrown, Versatile (1d8) - Range: 20/60",,,2
Foul Ivory Statue,A life sized ivory carving of a chicken.,20. gp,Common,,Treasure,,,,2
Frost Giant's Necklace,A frost giant necklace of silver upon which are pierced 17 human-sized hands. All of them appear to be the right hand of their former owner.,55. gp,Common,,Treasure,,,,2
Frying Pan,"A heavy cast iron frying pan. This can be used for frying, searing, browning and whacking people over the head! It has the remnants of this morning's breakfast smeared around it's rim. Damage is doubled when wielder has proficiency with cooking.",0.1 gp,Common,4,Weapon,1d6 Bludgeoning - Versatile ,,D&D Wiki,2
Fur Basket,A wicker basket with a pair of mink furs within.,20. gp,Common,,Treasure,,,,2
Glass Window,A small colored-glass window pane depicting the crowning of the first king.,10. gp,Common,5,Treasure,,,,2
Glowing Crystal,"A miniature crystal – small enough to lie upon the outstretched finger of a halfling child – glows softly, and pulses whenever an object colored red is brought near.",,Common,n/a,Wondrous Item,,,,2
Golden Horn,"An eight inch golden horn, likely more of a ceremonial object than of any real value as an instrument.",70. gp,Common,1,Treasure,,,,2
Golden Orb,"A roughly beaten golden orb, roughly 10 inches in diameter. The orb is etched with the likeness of an orcish skull with an axe embedded in it. This was used by an orcish chieftain as his “royal orb”.",72. gp,Common,,Treasure,,,,2
Golden Signet Ring,"A golden signet ring, origin unknown.",60. gp,Common,n/a,Treasure,,,,2
Grandfather's Broadsword,"A grandfather’s broadsword, plain but quality. An unknown script runs along the inner side of the scabbard.",20. gp,Common,3,Weapon,2d4 Piercing,,Uberbeard,2
Great Spear,This mighty spear is favoured by centaurs.,75. gp,Common,8,Weapon,"1d8 Piercing - Oversized (1d10), Thrown (20/60), Two-Handed",,D&D Wiki,2
Dwarven Hand Axe,"A simple hand axe and belt sheath. The axehead is inlaid with dwarvish runes which reference the high quality of items made by Tomu Aethmalk, the blacksmith who crafted the axe.",5. gp,Common,2,Weapon,"1d6 Slashing - Simple - Light, Thrown - Range: 20/60",,Uberbeard,2
Hand Harp,Silver hand sized harp,,Common,,Treasure,,,,2
Harpy Feather Fan,"A hand-fan of clipped, black-dyed harpy feathers bound with copper wiring.",15. gp,Common,,Treasure,,,,2
Hell Scented Potpourri,Potpourri with demon blood – invigorating & entrancing,,Common,,Treasure,,,,2
Hemp Rope,"Seven lengths of extremely thick, 30’ long, hemp rope, such as that used for catapults.",35. gp,Common,,Treasure,,,,2
Hidden Blade Bracer,Concealed punching dagger-bracer,200. gp,Common,2,Weapon,"1d4 Piercing - Finesse, Light - Range: 20/60 
When you attack and hit a creature that is surprised with this dagger, it must make a Constitution saving throw DC 18. On a failed save, the target takes an extra 2d4 damage from your attack.",,,2
Hidden Daggers,A dozen quality daggers in a rolled up rug.,24. gp,Common,1,Weapon,"1d4 Piercing - Finesse, Light - Range: 20/60",,,2
Holy Sword of Pentorus,"A broken holy sword, inscribed with the name of a legendary Paladin.",20. gp,Common,3,Weapon,1d8 Slashing - Versatile (1d10),Martial Weapon Expertise,Uberbeard,2
Holy Symbol,The holy symbol of a god long thought dead and gone.,,Common,,Treasure,,,,2
Holy Water,Three vials of holy water.,25. gp,Common,,Potion,See PHB page ,,,2
How to Win Friends and Influence People,"This book peddles a philosophy of personal ascendancy and manipulation by charisma alone. The authors and advocates of such tomes claim that, by drawing on the most recent theories in sociology and interpersonal psychology, it is possible to raise an individual's charisma by a single point. They're wrong, that can only be done by magic, but what you read is your own.",10. gp,Common,1,Book,,Language: Common,BGII,2
Iol Gem,"Iol is actually short for Iolite (cordierite), although a common nickname is ""violet stone"" even though its overall hue is usually blue. Iols are usually cut into faceted gems to best display the stone's color change as it is viewed from different directions. Small, cut iols can be clear, but larger specimens usually contain silky inclusions of another substance such as hemitite crystals, which give the same rich golden flash of color as in sunstones. ",50. gp,Common,n/a,Treasure,,,BGII,2
Iron Flask,"An iron flask holding a viscous liquid of intense, emerald-green that smells faintly of citrus fruit. The liquid is a concentrated, magical dye for clothing and the like, equal to four full barrels of normal dye. If consumed, it turns the drinker green for a full month.",65. gp,Common,,Potion,,,,2
Ivory Dress,A lovely ivory-colored dress of silk with flowing sleeves. The dress has tiny pearls sewn at the neckline.,70. gp,Common,2,Treasure,,,,2
Ivory Mice,A small sack containing 32 carved ivory mice,,Common,,Treasure,,,,2
Jade Fountain,"A decorative fountain, crafted elegantly from a single block of jade and decorated with gold leaf, in which the water flows in the wrong direction.",,Common,,Treasure,,,,2
